ReviewTitle,ReviewBody,ReviewStar,Product,CleanedReviewBody,ReviewTitleLength,ReviewBodyLength,SentimentPolarity,SentimentSubjectivity,SentimentLabel,PredictedSentiment
"classic
","Fits so good and gets in comfortably . Goes all Day long good battery i don't use continues but use frequently and battery stays all dayloved it's calling ease and light weight .sound is crispy and clear makes you hear every word clear and you enjoy music to best you can.
",5,PTron Intunes,fit good get comfort goe day long good batteri use continu use frequent batteri stay daylov call eas light weight crispi clear make hear everi word clear enjoy music best,8,273,0.385,0.45666666666666667,positive,positive
"Awesome product / Sound Quality is Superb
","Best and good  product with very effective , clear and hd sound quality, connectivity with bluetooth is very smooth and fast, no noise disturbance on calls ,  listing to music with walking , running very easy also there is absolute moisture wicking productI am very happy to bought this product
",5,PTron Intunes,best good product effect clear hd sound qualiti connect bluetooth smooth fast nois disturb call list music walk run easi also absolut moistur wick producti happi bought product,42,295,0.46666666666666673,0.46388888888888896,positive,positive
"4star..
","Yes i like this...
",4,PTron Intunes,ye like,8,19,0.0,0.0,positive,positive
"lovely
","loving the sound that these earphones give...have used many brands but they are not worth thr price...i believe this is the best deal u will get at this price range...dont think go for it
",5,PTron Intunes,love sound earphon give use mani brand worth thr price believ best deal u get price rang dont think go,7,188,0.55,0.35000000000000003,positive,positive
"Awesome
","Is A Amazing Product....The Sound Quality Is Fantastic As Compared To Price.... The Built Quality Is Good...Just Loving It...
",5,PTron Intunes,amaz product sound qualiti fantast compar price built qualiti good love,8,126,0.5333333333333333,0.5333333333333333,positive,positive
"Value for money
","Best buy... Using it from 3 days, Sound quality is awesome like JBL, good battery backup.. better noise cancelling.. The best thing is getting Bluetooth earphone with one year warranty at such price.. Happy customer....
",5,PTron Intunes,best buy use day sound qualiti awesom like jbl good batteri backup better nois cancel best thing get bluetooth earphon one year warranti price happi custom,16,220,0.72,0.42000000000000004,positive,positive
"Bad quality
","Buttons doesnot work
",1,PTron Intunes,button doesnot work,12,21,0.0,0.0,negative,negative
"Best Deal...Superb Headphone with great sound☺️👍🏻
","I Love this PTron Intunes Pro Headphone Because i am a music lover. Listening music is my favourite hobby. So this is the best deal for me in this great price range. It looks so catchy and the sound quality is just Wowwww😍👍🏻. Definitely sure people should go for it. Highly recommended everyone to buy this headphone if you want to buying wireless bluetooth headphone. It fits properly in ears No pain, No Discomfort.According to the price range its a unbeatable one in this price range with fantastic clear sound and amazing battery backup compared to other Bluetooth earphones.Worth buying product... Thanx to PTron and a Big thanx to amazon for this best product deal and a great service.☺️
",5,PTron Intunes,love ptron intun pro headphon music lover listen music favourit hobbi best deal great price rang look catchi sound qualiti definit sure peopl go highli recommend everyon buy headphon want buy wireless bluetooth headphon fit properli ear pain price rang unbeat one price rang fantast clear sound amaz batteri backup compar bluetooth buy product thanx ptron big thanx amazon best product deal great,50,694,0.5363636363636363,0.4792929292929292,positive,positive
"Super sound quality
","Hands-free is always something which is necessary for music lovers ..bluethooth feature makes this product super as well as good bettrey pack up time.. Noice cancellations feature... Bass setup Cool😎Happy buyer 👍
",5,PTron Intunes,alway someth necessari music lover bluethooth featur make product super well good bettrey pack time noic cancel featur bass setup buyer,20,213,0.2944444444444444,0.5888888888888889,positive,positive
"No bass
","No bass in this headphones.. but clear sound and best tor calling...
",3,Flybot Beat,bass headphon clear sound best tor call,8,69,0.3375,0.3958333333333333,neutral,positive
"Bad Quality
","Bad quality product, low volume and no bass, music is flat. Useful only to take calls, these are not to listen to music. Another flaw is buttons, ear is paining when buttons are pressed to take calls or change tracks. Not recommended.
",1,Flybot Beat,bad qualiti product low volum bass music flat use take call listen music anoth flaw button ear pain button press take call chang track recommend,12,235,-0.21874999999999997,0.39791666666666664,negative,negative
"Value for money
","Aswome bass  and sound quality is fabelous, mirch phone also working as expected.batteery life also good
",5,Flybot Beat,aswom bass sound qualiti fabel mirch phone also work life also good,16,105,0.31666666666666665,0.5,positive,positive
"My curious purchase
","It was superb experience vid itNice to have good sound quality base..Avoid while driving...
",5,Flybot Beat,superb experi vid itnic good sound qualiti base avoid drive,20,92,0.325,0.75,positive,positive
"Cheap Quality
","Pairing Issue and cheap quality
",1,Flybot Beat,pair issu cheap qualiti,14,32,0.4,0.7,negative,negative
"Noise cancellation
","These pods are really awesome and good looking,sound is decent must try this,good packing
",5,Flybot Beat,pod realli awesom good look sound decent must tri good pack,19,90,0.4916666666666667,0.5666666666666667,positive,positive
"Free to listen
","Sound and quality was awesome as we can see the price is quite good as it is wireless..
",5,Flybot Beat,sound qualiti awesom see price quit good wireless,15,88,0.55,0.5,positive,positive
"Nice
","Good looking very cute pods and worthy product
",5,Flybot Beat,good look cute pod worthi product,5,47,0.6,0.8,positive,positive
"Wow 🤩🤩🤩
","This a great product.comes in a nice box and it's fit in ears perfectly and micro phone working well.sound quality is very nice
",5,Flybot Beat,great nice box fit ear perfectli micro phone work qualiti nice,8,128,0.6,0.7875,positive,positive
"Lovely pods
","Quality of the product is so good,and looking great,in recent times this is the best pods I have ever seen and sound clarity also very good
",5,Flybot Beat,qualiti product good look great recent time best pod ever seen sound clariti also good,12,140,0.6,0.4833333333333334,positive,positive
"Bluetooth connectivity is very good! Must buy
","Using since 2 weeks and I'm totally in love with this pods so cute and good sound clarity,noise cancellation product
",5,Flybot Beat,use sinc week total love pod cute good sound clariti nois cancel product,46,117,0.42000000000000004,0.67,positive,positive
"As expected cute pods
","Bluetooth connectivity is very good and battery backup is decent
",5,Flybot Beat,bluetooth connect good batteri backup decent,22,65,0.4333333333333333,0.6333333333333333,positive,positive
"Aswome Bluetooth earphones
","Bluetooth connectivity is working as expected and microphone also works well.very good base and sound quality
",5,Flybot Beat,bluetooth connect work expect microphon also work good base sound qualiti,27,110,0.09999999999999998,0.6666666666666666,positive,negative
"Excellent sound quality
","The twin pods are just awesome sounds great and perfect for sports
",5,Flybot Beat,twin pod awesom sound great perfect sport,24,67,0.7333333333333334,0.7166666666666667,positive,positive
"Superb pods
","Paisa wasool product and super sound quality...
",5,Flybot Beat,paisa wasool product super sound qualiti,12,48,0.3666666666666667,0.5333333333333333,positive,positive
"Ultimate pods
","Mind blowing sound and design was excellent thank u amazon
",5,Flybot Beat,mind blow sound design excel thank u amazon,14,59,0.4,0.4,positive,positive
"Lovely and works as mentioned
","The product is very good,the looks are amazing..worth every penny
",5,Flybot Beat,product good look amaz worth everi penni,30,66,0.5,0.35000000000000003,positive,positive
"The best product ever I purchase #awesome
","Best sound and also great bass this product is awesome amazing I can't say about this product really really amazing
",5,Flybot Beat,best sound also great bass product awesom amaz ca say product realli realli amaz,42,116,0.5125000000000001,0.4875,positive,positive
"Awesome Quality
","Flybot Beat True Wireless Bluetooth Earphones deliver what it promises, a good sound experience. With the price tag it comes in it's pretty good deal. Light Weight.Looks 9/10Comfort 9.5/10Sound 10/10Battery 9/10
",5,Flybot Beat,flybot beat true wireless bluetooth earphon deliv promis good sound experi price tag come pretti good deal light,16,212,0.5099999999999999,0.5900000000000001,positive,positive
"Go For It..
","I’m using this earphones for few day now & I can say for the price these are the best truly wireless earbuds out there in the market.*Sound quality - balanced sound with good amount of bass.*Fit & Comfort - easily you can find best fit for your ears as these earbuds comes with different sizes of earhooks & earwings, one can comfortably run with these on.*Battery life & Connectivity - battery life is good among these earbuds & can give you 9-12 hours of music play time (along with charging case).Connectivity is really good as earbuds automatically connects to your bluetooth device by just taking them out of the charging case.OVERALL IF YOU ARE ON A TIGHT BUDGET BUT STILL WANTS A GOOD SET OF TRUE WIRELESS EARBUDS THEN LOOK NO FURTHER, JUST GO FOR IT...
",5,Flybot Beat,use earphon day say price best truli wireless earbud market sound qualiti balanc sound good amount bass fit comfort easili find best fit ear earbud come differ size earhook earw one comfort run batteri life connect batteri life good among earbud give hour music play time along charg case realli good earbud automat connect bluetooth devic take charg tight budget still want good set true wireless earbud look go,12,761,0.493956043956044,0.46428571428571436,positive,positive
"value for money
","This is the best quality product in this price .
",5,Flybot Beat,best qualiti product price,16,49,1.0,0.3,positive,positive
"Bad quality
","Not recommended
",1,Flybot Beat,recommend,12,16,0.0,0.0,negative,positive
"Works good except with phone calls
","It's an overall good product!!The sound quality is amazing and is definitely worth the money.The look and feel are stunning and it fits in our ears perfectly.But during phone calls the voice is not clear and the other person has issues listening our voice.Overall no regrets after buying the product.
",5,Flybot Beat,overal good product sound qualiti amaz definit worth look feel stun fit ear phone call voic clear person issu listen regret buy product,35,301,0.38000000000000006,0.37666666666666665,positive,positive
"Empty Box
","Was really excited about the product, I was in office when I received mail and text that it is delivered.. When came home open the packaging with lot of excitement, and found an empty box.. Really disappointed..
",1,Samsung EO-BG950CBEIN,realli excit product offic receiv mail text deliv came home open packag lot excit found empti box realli disappoint,10,212,0.0,0.5,negative,negative
"Best available option in the market currently.
","Good build quality; Good battery backup; ease with BT connection; good design & fit; Sound quality is very good - crisp & clear; mid tone is excellent; treble is little harsh but can be easily control through equalizer software; bass is sufficient; lastly, voice clarity through mic is excellent - best in the market (even better than Sennheiser). Most importantly, its Samsung and one can take the benefit of readily available service centres, if required.
",5,Samsung EO-BG950CBEIN,good build qualiti good batteri backup eas bt connect good design fit sound qualiti good crisp clear mid tone excel trebl littl harsh easili control equal softwar bass suffici lastli voic clariti mic excel best market even better sennheis importantli samsung one take benefit readili avail servic centr requir,47,458,0.36428571428571427,0.44642857142857145,positive,positive
"Very great product to use on daily basis i do call ...
","Very great product to use on daily basis  i do call and music listining for whole day still half of battery left till evening... great battery life...Very good clearity on bike also on both side call...Great bass and trouble....I will definetly recomand this product to buy...
",5,Samsung EO-BG950CBEIN,great product use daili basi call music listin whole day still half batteri left till even great batteri life good cleariti bike also side call great bass troubl definetli recomand product buy,55,277,0.3729166666666666,0.4895833333333333,positive,positive
"Super
","Excellent product
",5,Samsung EO-BG950CBEIN,excel product,6,18,0.0,0.0,positive,positive
"Getting diconnected when swtiched between apps
","Its getting disconnected frequentlyWhen iam listening to music and stop it, then go to youtube, then the sound is coming through phone speaker even though the headphone is connected.Then i have to diconnect the bluetooth and then reconnect. Then only it will work.Not sure whether the piece is defective or the model itself is like thatReally dissapointed
",1,Samsung EO-BG950CBEIN,get disconnect frequentlywhen iam listen music stop go youtub sound come phone speaker even though headphon diconnect bluetooth reconnect sure whether piec defect model like thatreal dissapoint,47,356,0.45,0.6444444444444444,negative,negative
"Best bluetooth earphones under 5k
","just go for it. Highly recommend product. Better than any bluetooth earphones I have tried even at double the price. Better than original level U, Tagg inferno . Samsung says battery is 10 hours, I get 12 hours. Range is commemdable. Around 40mtrs easily. Looks good. Sounds good. Dual drivers, expected nothing less. only con is, the. wires are a bit on thinner side. But Samsung warranty policy is nice. They just replace your product with a new one.
",5,Samsung EO-BG950CBEIN,go highli recommend product better bluetooth earphon tri even doubl price better origin level u tagg inferno samsung say batteri hour get hour rang commemd around easili look good sound good dual driver expect noth less con wire bit thinner side samsung warranti polici nice replac product new one,34,453,0.4212121212121212,0.5151515151515151,positive,positive
"Not at all worth the money....
","I purchased this product in Oct 2018. But started using this only after November 2018.It lasted hardly 2 months. By 5th January 2019, the following happened:+ The right earbud stopped working.+ The volume automatically started going down, even though the volume was set to max in the device (my phone) and this bluetooth device+ Often started to disconnect frequently - It was like it was having a mind of its own+ I successfully connected with two devices. But almost always one of them gets automatically disconnected after 3-4 hours. We need to re-connect this manually+ Noise cancellation is not there. So, if I talk in a crowded place, the other party will not be able to hear me clearly as there would be disturbance along with my voice tooMy suggestion: For the amount of money spent, this is definitely not worth. Please try out something else other than this. This product is only for people who have money to burn without expecting any returns.
",1,Samsung EO-BG950CBEIN,purchas product oct start use novemb last hardli month januari follow happen right earbud stop volum automat start go even though volum set max devic phone bluetooth often start disconnect frequent like mind success connect two devic almost alway one get automat disconnect hour need nois cancel talk crowd place parti abl hear clearli would disturb along voic toomi suggest amount money spent definit worth pleas tri someth els product peopl money burn without expect return,31,955,0.14761904761904762,0.18373015873015874,negative,negative
"Wasted my Money
","frequently getting disconnected in d middle of watching videos or listening.. Previously bought Cross beats... comparing to that.. Samsung is really waste.. I had waste the amount and its not worth for it..
",1,Samsung EO-BG950CBEIN,frequent get disconnect middl watch video listen previous bought cross beat compar samsung realli wast wast amount worth,16,207,0.058333333333333334,0.14166666666666666,negative,negative
"Excellent BT for travelers
","Sound quality is awesome, I am a frequent traveller of train & bike, I love active noise cancelation, no interruption of BT connection & battery life great. Comfy piece, yes It takes 2 3 days to get comfy with ear piece as it is heavy & big but one can get familiar with it very soon. Only draw point is earpiece cable robustness. Very thin & breakable cable used for both ear piece. It may get broken on very slight pull. Please be careful. Else excellent.
",5,Samsung EO-BG950CBEIN,sound qualiti awesom frequent travel train bike love activ nois cancel interrupt bt connect batteri life great comfi piec ye take day get comfi ear piec heavi big one get familiar soon draw point earpiec cabl robust thin breakabl cabl use ear piec may get broken slight pull pleas care els excel,27,458,0.13425925925925924,0.45185185185185184,positive,positive
"Best Bluetooth earphones in this range
","This is one of the best earphone I have ever used. Quite comfortable to use with superb quality sound. With samsung level app you can customise the sound effect to your liking. All the battery backup is very good and will easily survive a whole day of usage.
",5,Samsung EO-BG950CBEIN,one best earphon ever use quit comfort use superb qualiti sound samsung level app customis sound effect like batteri backup good easili surviv whole day usag,39,259,0.6166666666666667,0.5166666666666667,positive,positive
"Empty box.
","Paid the money but see what i got. An empty box.
",1,Samsung EO-BG950CBEIN,paid money see got empti box,11,49,0.0,0.0,negative,negative
"Bluetooth device is missing from my packet
","I received empty box main Bluetooth device is missing from my packet it's really amberissing please revert back as soon as possible
",1,Samsung EO-BG950CBEIN,receiv empti box main bluetooth devic miss packet realli amberiss pleas revert back soon possibl,43,132,0.08333333333333333,0.16666666666666666,negative,negative
"Waste of money
","Waste of money. Amazon had marked it as under return / refund but when I asked for refund they denied and instead offered me replacement. When product is a crap what we will do with replacement. Endless issues with this product:- very frequently disconnect- Ear piece are very heavy- many issues while using it on laptop- can't take calls reliably through laptop- voice issue while on laptop
",1,Samsung EO-BG950CBEIN,wast money amazon mark return refund ask refund deni instead offer replac product crap replac endless issu product frequent ear piec mani issu use ca take call reliabl voic issu laptop,15,392,-0.275,0.6166666666666667,negative,negative
"Superb sound !! ignore the bullshit people have wrote
","The sound is very clear , bass is normal ( not for bass heads people ) , build quality is awesome , you can customize the bixby button to your fav app ( Google assistant ) , battery is about 9 hrs for me !! the earphon look premium must buy if you have budget of 4k
",5,Samsung EO-BG950CBEIN,sound clear bass normal bass head peopl build qualiti awesom custom bixbi button fav app googl assist batteri hr earphon look premium must buy budget,54,266,0.06999999999999999,0.48666666666666664,positive,positive
"Horrible Qulity
","Doesn't retain charge even for 2 songs, gets discharged even while not in use & switched off. This is a horrible product by Samsung. Never Buy.
",1,Samsung EO-BG950CBEIN,retain charg even song get discharg even use switch horribl product samsung never buy,16,144,0.0,0.0,negative,negative
"Awesome Headset
","This is one of the best neckbands in the world, with the affordable price.  It unleashes the power of samsung phone.  Music lovers are recommended to use this.  It has approximately 12 hours of usages, change time is 45 minutes. It is comfortable and flexible (Obviously). Thank you Samsung. Thank you Apario and Amazon India for giving me the expected item.
",5,Samsung EO-BG950CBEIN,one best neckband world afford price unleash power samsung phone music lover recommend use approxim hour usag chang time minut comfort flexibl obvious thank samsung thank apario amazon india give expect item,16,359,0.5,0.4,positive,positive
"Bad battery life
","I had brought a simmilar product of sony from a retail shop and its battery life is almost 10 times of this product. And the sony product came at half the cost. The problem now is where to show the samsung set as I have misplaced the receipt. Can any one from Amazon help. My mail id mohantydrs@gmail.com
",1,Samsung EO-BG950CBEIN,brought simmilar product soni retail shop batteri life almost time product soni product came half cost problem show samsung set misplac receipt one amazon help mail id mohantydr,17,305,-0.16666666666666666,0.16666666666666666,negative,negative
"Pure bass and treble
","Good product ,both noise isolation, and cancellation works well ,bit heavy , good audio output no exta bass, produce true audio ouput, connectivity thumb up,.As for Amazon customer service worst bad experience no return policy , name sake ,excecutive respond in words no action.Don't buy product without returns /refund policyI ordered two  pair earphones which you con't cancel
",5,Samsung EO-BG950CBEIN,good product nois isol cancel work well bit heavi good audio output exta bass produc true audio ouput connect thumb amazon custom servic worst bad experi return polici name sake excecut respond word buy product without return policyi order two pair earphon co cancel,21,379,-0.016666666666666625,0.6694444444444444,positive,negative
"Wrong cost and discount
","Product price is 3799 as per box and samsung , why its quoted 4999
",1,Samsung EO-BG950CBEIN,product price per box samsung quot,24,67,0.0,0.0,negative,negative
"Best for hands free talking
","Pros:1.Awesome Battery Backup2.Good for ruff and tuff use3.Best way to talk on phone while you can continue your ongoing work4.flexibility superb5.Sound quality good6.Even if we talk continuously for 3 hours,no head ache or neck pain
",5,Samsung EO-BG950CBEIN,batteri ruff tuff way talk phone continu ongo qualiti talk continu hour head ach neck pain,28,234,0.0,0.0,positive,negative
"Best bluetooth earphone
","I feel that this this is the best earphone in this range. I had few other bluetooth earphones which had many problems such as range,clarity,bass. This is the perfect choice for me.
",5,Samsung EO-BG950CBEIN,feel best earphon rang bluetooth earphon mani problem rang clariti bass perfect choic,24,181,0.6166666666666667,0.6,positive,positive
"Must buy if u need Bluetooth n u r audiophile who prefers balance sound
","I don't understand what there reviews r for either the song u all listen to are of bad bit rate or u just dunno what to expect. I'm coming from using bose jbl n all n trust me as far as Bluetooth codec goes for non Samsung phone it uses sbc which is still good u just won't get the extra teeny beeny stuff like dolby n all if u have in ur lappy or phone but for Samsung phones u can enjoy their own codec which r good sbc people say its bad coz low cost devices use it but u can check the net n research urself its really capable codec just give it the hardware to run it and for other devices that that says they use aptx well they do but their speaker can't even deliver what's the point in having aptx . But still the sound quality is excellent nothing to complain for 3k the kids high n lows r all balanced n superb everything is clear for all who want bass like the Sony xb series not for u these arnt made to enhance bass but its there definitely n plays only when it needs to n i like that not making every little thing bassy is not good for the song too. Battery life is good too I use with high volume ( coz u like it loud) at 100 n boy I got 8 hrs out of it which is normal coz companies usually advertise at 70 % volume. The mic is good too the person on the other end literally though I'm still using my bose soundlink 2 mic. Not sure what's with the other reviews but imma say just go for it it's worth every penny. Noise cancellation is passive noise cancellation u get 3 different size ear tips use the correct size n passive noise cancellation should work
",5,Samsung EO-BG950CBEIN,understand review r either song u listen bad bit rate u dunno expect come use bose jbl n n trust far bluetooth codec goe non samsung phone use sbc still good u wo get extra teeni beeni stuff like dolbi n u ur lappi phone samsung phone u enjoy codec r good sbc peopl say bad coz low cost devic use u check net n research urself realli capabl codec give hardwar run devic say use aptx well speaker ca even deliv point aptx still sound qualiti excel noth complain kid high n low r balanc n superb everyth clear want bass like soni xb seri u arnt made enhanc bass definit n play need n like make everi littl thing bassi good song batteri life good use high volum coz u like loud n boy got hr normal coz compani usual advertis volum mic good person end liter though still use bose soundlink mic sure review imma say go worth everi penni nois cancel passiv nois cancel u get differ size ear tip use correct size n passiv nois cancel work,72,1572,0.19680000000000003,0.5234222222222222,positive,positive
"A must have For Calling N never have4music
","Ossam looks, sturdy design, light weight. Not recommended For music lovers as sound is too metallic N poor bass (unless You forcefully push it in ur canal N align it at a certain angle which may b painful after prolonged use)  But a must have For calling. Connects 2 devices at a timeHowever after a few weeks use, I found That battery indicator is total waste. It may Show 100% once then suddenly drop yo 55% N then Keep steady at 55% N suddenly 0. So that's one thing samsung can improve in nxt update
",4,Samsung EO-BG950CBEIN,ossam look sturdi design light weight recommend music lover sound metal n poor bass unless forc push ur canal n align certain angl may b pain prolong use must call connect devic timehowev week use found batteri indic total wast may show suddenli drop yo n keep steadi n suddenli one thing samsung improv nxt updat,43,504,0.07738095238095238,0.5869047619047619,positive,positive
"Earphones with an Awesome Sound Quality!!
","Very good product, provides good bluetooth connectivity, works with any bluetooth compatible device, nice and smart design, comfortable to wear and with a crisp sound quality.  Although not much of a bass but the sound quality is superb. Provides decent noice cancellation. Decent microphone.Superb product by Samsung and a very good delivery by Amazon. Delivered before time :)
",5,Samsung EO-BG950CBEIN,good product provid good bluetooth connect work bluetooth compat devic nice smart design comfort wear crisp sound qualiti although much bass sound qualiti superb provid decent noic cancel decent product samsung good deliveri amazon deliv time,42,379,0.428968253968254,0.624404761904762,positive,positive
"Good price best product.
","The sound is amazing. Clear bass minute details can also be heard clearly. No distortion in volume increase.
",5,Samsung EO-BG950CBEIN,sound amaz clear bass minut detail also heard clearli distort volum increas,25,109,0.11666666666666665,0.42777777777777776,positive,positive
"My personal review.
","Piece of junk.Don't buy this useless product.It's working 2 months after that start showing so much problems, like bettey run out fast, some times not even charge the head phone. It's only big name but product Is cheaper than chaina product. Whole West of money.
",4,Samsung EO-BG950CBEIN,piec buy useless work month start show much problem like bettey run fast time even charg head phone big name product cheaper chaina product whole west money,20,263,0.020000000000000007,0.3,positive,negative
"Best Wireless earphone ever
","After checking many brand wired earphone purchased this one and it's really good on call sound is clear mostly using this while traveling on bike with helmet and i can hear other person voice clearly even noise cancellation also found very good loved it as per my view best product for traveler who constant need to attend call daily.
",5,Samsung EO-BG950CBEIN,check mani brand wire earphon purchas one realli good call sound clear mostli use travel bike helmet hear person voic clearli even nois cancel also found good love per view best product travel constant need attend call daili,28,335,0.48571428571428577,0.45952380952380956,positive,positive
"Comfortable
","Nice build quality.....nice sound.....nice bass....nice on call....i do not want give any nagative reviews....becous the headphone is very impressive....not so loud not so low....you feel comfortable with this....i know price is high for this.....but use krne me koi burai nhi h.....😊😊
",5,Samsung EO-BG950CBEIN,nice build qualiti nice sound nice bass nice call want give nag review becou headphon impress loud low feel comfort know price high use krne koi burai nhi h,12,286,0.3233333333333334,0.7266666666666667,positive,positive
"Premium Samsung product
","I loved it. The call clarity is amazing. Music quality is great but the bass is a little less, so if u like bass these aren't for u. It's very well built though and feels premium.
",5,Samsung EO-BG950CBEIN,love call clariti amaz music qualiti great bass littl less u like bass u well built though feel premium,24,180,0.16666666666666666,0.4833333333333334,positive,positive
"Worthy low cost branded  bluetooth headphones
","im writing this review after using it for 6 months.it is working fine..so far good..comfortablesupports good at gym,or at work place..i work in sun..best usage for calls..handsfreebattery life is actually good..once charged works for 3 days  without any interuptioni would like to give 5 star if the noise cancellation part was better
",3,Samsung EO-BG950CBEIN,im write review use work fine far good comfortablesupport good gym work place work sun best usag call handsfreebatteri life actual good charg work day without interuptioni would like give star nois cancel part better,46,335,0.5145833333333334,0.525,neutral,positive
"Worth money? Yess...
","Very nice earphones, almost 12 hrs of standby time and 5 to 6 hrs plus playback time.Comfortable enough.Audio quality : Bass 3.5stars  Mids 4.5 stars  Highs 4.6 stars.Clearity 4.8 starsAbout Bass , it is adequate not too high not too lessOverall, I'll give it 4.4 stars out of 5....
",4,Samsung EO-BG950CBEIN,nice earphon almost hr standbi time hr plu playback qualiti bass mid star high starsabout bass adequ high lessoveral give star,21,283,0.10333333333333333,0.5133333333333333,positive,positive
"Average product.
","I was happy with its result. But when the warranty finish & exactly after 1 year use the right ear piece stop working due to cable break from inside.... Low quality product. But upto 1 year no issue with sound quality, bluetooth range, battery backup.
",2,Samsung EO-BG950CBEIN,happi result warranti finish exactli year use right ear piec stop work due cabl break insid low qualiti product upto year issu sound qualiti bluetooth rang batteri backup,17,252,0.14017857142857143,0.40267857142857144,negative,negative
"Useless
","Its microphone placement is shaky and it has to be held to be able to speak into it, yet the voice heard at the other end is bad quality.
",1,Samsung EO-BG950CBEIN,microphon placement shaki held abl speak yet voic heard end bad qualiti,8,138,-0.6999999999999998,0.6666666666666666,negative,negative
"the battery life is very good... flexible neck design is total dumbo man.
","the flexible neck band is ok ok...bt there's no curve so it's gonna hang around ur neck...the last one I used was Skullcandy wireless method that ear phone was much better.facing microphone problem in its 2nd month,maybe my bad luck...the battery life is very good and the sound quality is also good.
",3,Samsung EO-BG950CBEIN,flexibl neck band ok ok bt curv gon na hang around ur neck last one use skullcandi wireless method ear phone much microphon problem month mayb bad luck batteri life good sound qualiti also good,74,301,0.2875,0.44166666666666665,neutral,positive
"Good product but I need for service this item in Samsung care
","I need for purchasing bill for warranty claiming to this item because one side is not hearing and I asked Samsung service care they told need hardcopy bill then only process for replacement item. So I need bill for this item
",4,Samsung EO-BG950CBEIN,need purchas bill warranti claim item one side hear ask samsung servic care told need hardcopi bill process replac item need bill item,62,225,0.0,0.0,positive,negative
"Excellent bluetooth headset
","Product is excellent, no radiation, 8 hours back up, fast charging, vibrationsOveral good product.
",5,Samsung EO-BG950CBEIN,product excel radiat hour back fast charg vibrationsover good product,28,99,0.3,0.4000000000000001,positive,positive
"Waste of money, not an Original product..!
","Its just 1 year, Left side speaker is not working. Waste of money... please dont buy from this seller (Duplicate).
",1,Samsung EO-BG950CBEIN,year left side speaker work wast money pleas dont buy seller duplic,43,115,0.0,0.0,negative,negative
"Not satisfy- Poor Product
","Mic is not working properly and bass also not there. so if u looking it for music, do not buy. There is no control on bass even after downloading it's App.
",1,Samsung EO-BG950CBEIN,mic work properli bass also u look music buy control bass even download app,26,156,-0.15000000000000002,0.5,negative,negative
"Very Good Product
","Very good product. But earbuds wire length is a bit long. Which supposed to be  same as Level U. However, this product is more advisable according to the durability
",3,Samsung EO-BG950CBEIN,good product earbud wire length bit long suppos level u howev product advis accord durabl,18,165,0.32499999999999996,0.5,neutral,positive
"Good product
","Good build quality, bass is little less but can be increased by some apps. Works with iPhone and quick launch button activate Siri function. Good sound quality and microphone also good with vibration on call alert.Overall good product for the money
",5,Samsung EO-BG950CBEIN,good build qualiti bass littl less increas app work iphon quick launch button activ siri function good sound qualiti microphon also good vibrat call good product money,13,249,0.40208333333333335,0.48333333333333334,positive,positive
"Great sound quality and battery life
","Excellent sound quality and good battery life. Very comfortable ear buds as well. The only issue found is that the wires feel not sturdy and gives a feeling that they might break.
",4,Samsung EO-BG950CBEIN,excel sound qualiti good batteri life comfort ear bud well issu found wire feel sturdi give feel might break,37,180,0.55,0.5,positive,positive
"Great stuff
","Wonderful headphones, makes everything easy. Great sound quality, battery life and easy to use.
",5,Samsung EO-BG950CBEIN,wonder headphon make everyth easi great sound qualiti batteri life easi use,12,96,0.6000000000000001,0.575,positive,positive
"Not worth product
","I am not satisfied with the product.Performance not adequateBetter price available tooAlso very poor service by Amazon in tackling the consumer's problem.These people just make fun of their customers.In the name of follow up they betray instead i will say cheat u
",2,Samsung EO-BG950CBEIN,satisfi adequatebett price avail tooalso poor servic amazon tackl consum peopl make fun name follow betray instead say cheat u,18,264,-0.05000000000000002,0.4,negative,negative
"A good thing to have
","Excellent product and excellent quality and excellent performance and value for money
",5,Samsung EO-BG950CBEIN,excel product excel qualiti excel perform valu money,21,86,0.0,0.0,positive,positive
"Amozon and this product seller both are very good response i love it very much thankq for that
","Samsung u flex headphones it's very good product to use in all aspects ,but if u make the earphones wire quality more it is very good for users at present it is very thin
",4,Samsung EO-BG950CBEIN,samsung u flex headphon good product use aspect u make earphon wire qualiti good user present thin,95,171,0.24999999999999997,0.5125000000000001,positive,positive
"Doesnot support video calling on Watsapp or IMO!!
","As such the headphone look, feel and deliver at par except they dont support video calling on watsapp or Imo, interfere with the internet signal and gives blurred images and broken sound.. sadly has bought it for Video call itself .
",2,Samsung EO-BG950CBEIN,headphon look feel deliv par except dont support video call watsapp imo interfer internet signal give blur imag broken sound sadli bought video call,50,233,0.0,0.4,negative,negative
"Heavier than other brands
","Sound quality and features are good but it's quite heavy... You can feel the weight on your neck
",2,Samsung EO-BG950CBEIN,sound qualiti featur good quit heavi feel weight neck,26,97,0.55,0.5,negative,positive
"Think about
","This back band uncomfortable for his wire. Always it touching your cheeks. It's very irritating.
",5,Samsung EO-BG950CBEIN,back band uncomfort wire alway touch cheek irrit,12,97,0.0,0.0,positive,positive
"Worst headphones ever
","Half star also Is too much...
",1,Samsung EO-BG950CBEIN,half star also much,22,30,0.016666666666666677,0.18333333333333335,negative,positive
